0.60003	2.00457	0.09516
0.60044	2.09635	0.09274
0.60085	2.00022	0.08945
0.60126	1.72847	0.08448
0.60167	2.06002	0.09179
0.60208	1.86639	0.08549
0.60249	1.89692	0.08251
0.6029	1.77885	0.08005
0.60372	1.80173	0.07924
0.60413	1.96147	0.08223
0.60454	1.75252	0.07932
0.60495	2.04419	0.08012
0.60536	2.00831	0.07976
0.60577	1.93683	0.07791
0.60618	1.9527	0.07947
0.60659	1.94767	0.07027
0.60701	1.80723	0.07273
0.60742	1.99109	0.07856
0.60783	2.00225	0.06841
0.60824	1.91681	0.07289
0.60865	2.04229	0.06952
0.60906	2.16295	0.08024
0.60948	2.13038	0.07294
0.60989	1.9151	0.07471
0.6103	1.68137	0.06145
0.61071	1.81851	0.07359
0.61113	2.05954	0.06942
0.61154	1.79051	0.06825
0.61195	2.04146	0.07462
0.61236	1.90002	0.06922
0.61278	1.77751	0.06719
0.61319	1.98301	0.06397
0.6136	2.01254	0.07043
0.61443	2.00634	0.066
0.61484	1.80249	0.06423
0.61526	2.1238	0.06786
0.61567	1.96261	0.0696
0.61609	1.84733	0.0716
0.6165	1.99743	0.06535
0.61692	1.95133	0.06461
0.61733	2.17891	0.0575
0.61775	1.92502	0.06059
0.61816	1.69247	0.06285
0.61858	1.87634	0.05588
0.61899	1.89856	0.05956
0.61941	2.07123	0.06104
0.61982	1.94799	0.06057
0.62024	1.94819	0.06202
0.62065	1.73204	0.05929
0.62107	1.92227	0.0602
0.62148	2.06907	0.05836
0.6219	2.05963	0.0548
0.62232	2.07667	0.05571
0.62273	1.79758	0.05174
0.62315	2.1288	0.06134
0.62357	1.90624	0.05383
0.62398	1.82631	0.05275
0.6244	2.06278	0.05504
0.62482	2.08244	0.05376
0.62523	1.8991	0.05779
0.62565	1.8945	0.06054
0.62607	1.74813	0.05487
0.62649	2.04902	0.0512
0.6269	1.95925	0.05364
0.62732	1.93904	0.05329
0.62774	1.87409	0.05169
0.62816	1.87639	0.05017
0.62858	1.99964	0.05021
0.62899	2.05591	0.05608
0.62941	1.8977	0.05026
0.62983	2.00563	0.05217
0.63025	2.00836	0.05299
0.63067	1.83553	0.05232
0.63109	1.74202	0.05087
0.63151	1.8048	0.05106
0.63193	1.87804	0.05321
0.63235	1.98476	0.05168
0.63276	2.00894	0.04862
0.63318	1.84683	0.0504
0.6336	1.96648	0.04967
0.63402	1.93031	0.04849
0.63444	2.03775	0.0503
0.63486	1.88664	0.04623
0.63528	1.99772	0.05091
0.6357	2.02372	0.04796
0.63613	2.04353	0.05216
0.63655	1.88494	0.04825
0.63697	1.84266	0.04484
0.63739	1.85723	0.05057
0.63781	1.69797	0.0456
0.63823	1.90081	0.04687
0.63865	1.83244	0.04483
0.63907	1.74551	0.04467
0.63949	1.82054	0.04772
0.63992	2.03514	0.04744
0.64034	1.97967	0.04481
0.64076	1.96135	0.04373
0.64118	2.02423	0.04617
0.6416	1.89058	0.04705
0.64203	1.96106	0.04555
0.64245	2.09503	0.04469
0.64287	1.9534	0.04454
0.64329	1.86608	0.04367
0.64372	1.9608	0.04056
0.64414	1.86194	0.04216
0.64456	1.99605	0.04593
0.64499	1.98452	0.04187
0.64541	2.01374	0.04284
0.64583	1.78014	0.04252
0.64626	1.84263	0.0423
0.64668	1.83994	0.04232
0.6471	1.82619	0.04296
0.64753	1.90355	0.04181
0.64795	1.91202	0.04072
0.64838	1.83256	0.04081
0.6488	1.91586	0.04071
0.64923	2.00155	0.04146
0.64965	1.88149	0.04056
0.65007	2.01274	0.04524
0.6505	1.98737	0.04001
0.65092	1.86485	0.04015
0.65135	1.96484	0.03891
0.65177	1.9243	0.04184
0.6522	1.85843	0.03845
0.65263	1.86907	0.03842
0.65305	1.88993	0.03742
0.65348	1.92403	0.03946
0.6539	1.9254	0.04265
0.65433	1.94678	0.03981
0.65475	1.8592	0.03686
0.65518	1.88864	0.04007
0.65561	1.92828	0.03935
0.65603	1.95754	0.03986
0.65646	1.9342	0.04098
0.65689	1.89507	0.0419
0.65731	2.07395	0.0387
0.65774	1.8816	0.03923
0.65817	2.01095	0.0366
0.65859	2.04635	0.03367
0.65902	1.90746	0.0386
0.65945	1.87895	0.03446
0.65988	1.85957	0.03622
0.6603	1.93929	0.03438
0.66073	1.85334	0.0349
0.66116	1.87622	0.03701
0.66159	1.89628	0.03416
0.66202	2.06932	0.03234
0.66244	2.01451	0.03505
0.66287	1.92524	0.03704
0.6633	1.90545	0.03397
0.66373	1.91037	0.03786
0.66416	1.82776	0.03128
0.66459	1.93843	0.03427
0.66502	1.91079	0.03534
0.66544	1.9935	0.03212
0.66587	1.84955	0.03306
0.6663	1.80061	0.0329
0.66673	1.94524	0.03349
0.66716	1.81211	0.0318
0.66759	1.95121	0.03071
0.66802	1.96455	0.03244
0.66845	1.84346	0.02944
0.66888	2.00305	0.032
0.66931	1.85886	0.0324
0.66974	1.91457	0.0319
0.67017	1.86178	0.03242
0.6706	1.96115	0.0328
0.67103	1.92196	0.03038
0.67146	1.93995	0.03409
0.67189	1.92603	0.03067
0.67233	1.95506	0.03148
0.67276	1.98455	0.0336
0.67319	1.82122	0.03118
0.67362	1.91722	0.03113
0.67405	1.93329	0.03194
0.67448	1.87807	0.03158
0.67491	1.9648	0.03044
0.67535	1.89228	0.03066
0.67578	1.84548	0.03088
0.67621	2.0212	0.03212
0.67664	1.90289	0.03373
0.67707	1.9378	0.03033
0.67751	1.92217	0.03001
0.67794	1.93643	0.02852
0.67837	1.9397	0.02928
